"","Player","TotalRuns","Total4s","Total6s","TotalBoundaries","RunsFrom4s","RunsFrom6s","RunsFromBoundaries","PropFrom4s","PropFrom6s","PropFromBoundaries"
"1991","NC Tufnell (ENG)",14,0,0,0,0,0,0,0,0,0
"1992","NCL O'Neill (AUS)",2779,241,4,245,964,24,988,0.346887369557395,0.00863620007196833,0.355523569629363
"1993","ND Hirwani (INDIA)",54,6,0,6,24,0,24,0.444444444444444,0,0.444444444444444
"1994","ND Howard (ENG)",86,0,0,0,0,0,0,0,0,0
"1995","ND McKenzie (SA)",3253,409,22,431,1636,132,1768,0.502920381186597,0.0405779280664002,0.543498309252997
"1996","NE Haig (ENG)",126,6,0,6,24,0,24,0.19047619047619,0,0.19047619047619
"1997","NE Marshall (WI)",8,0,0,0,0,0,0,0,0,0
"1998","NF Druce (ENG)",252,21,0,21,84,0,84,0.333333333333333,0,0.333333333333333
"1999","NF Williams (ENG)",38,6,0,6,24,0,24,0.631578947368421,0,0.631578947368421
"2000","NFD Thomson (AUS)",67,0,0,0,0,0,0,0,0,0
"2001","NG Cowans (ENG)",175,25,3,28,100,18,118,0.571428571428571,0.102857142857143,0.674285714285714
"2002","NGB Cook (ENG)",179,16,0,16,64,0,64,0.357541899441341,0,0.357541899441341
"2003","NH Fairbrother (ENG)",219,22,2,24,88,12,100,0.401826484018265,0.0547945205479452,0.45662100456621
"2004","NHCD Theunissen (SA)",2,0,0,0,0,0,0,0,0,0
"2005","NI Thomson (ENG)",69,9,0,9,36,0,36,0.521739130434783,0,0.521739130434783
"2006","Niaz Ahmed (PAK)",17,0,0,0,0,0,0,0,0,0
"2007","NJ Astle (NZ)",4702,612,39,651,2448,234,2682,0.520629519353467,0.0497660569970225,0.570395576350489
"2008","NJ Contractor (INDIA)",1611,57,2,59,228,12,240,0.141527001862197,0.0074487895716946,0.148975791433892
"2009","NJ Maddinson (AUS)",27,3,0,3,12,0,12,0.444444444444444,0,0.444444444444444
"2010","NJ O'Brien (IRE)",18,2,0,2,8,0,8,0.444444444444444,0,0.444444444444444
"2011","NJN Hawke (AUS)",365,17,0,17,68,0,68,0.186301369863014,0,0.186301369863014
"2012","NLTC Perera (SL)",203,21,4,25,84,24,108,0.413793103448276,0.118226600985222,0.532019704433498
"2013","NM Hauritz (AUS)",426,50,3,53,200,18,218,0.469483568075117,0.0422535211267606,0.511737089201878
"2014","NM Kulkarni (INDIA)",5,0,0,0,0,0,0,0,0,0
"2015","NM Lyon (AUS)",820,109,4,113,436,24,460,0.531707317073171,0.0292682926829268,0.560975609756098
"2016","NM Parker (NZ)",89,7,1,8,28,6,34,0.314606741573034,0.0674157303370786,0.382022471910112
"2017","NO Miller (WI)",5,0,0,0,0,0,0,0,0,0
"2018","NO Norton (SA)",9,0,0,0,0,0,0,0,0,0
"2019","NO Perry (WI)",74,8,0,8,32,0,32,0.432432432432432,0,0.432432432432432
"2020","NR Chowdhury (INDIA)",3,0,0,0,0,0,0,0,0,0
"2021","NR Ferreira (ZIM)",21,2,0,2,8,0,8,0.380952380952381,0,0.380952380952381
"2022","NR Mongia (INDIA)",1442,159,5,164,636,30,666,0.441054091539528,0.0208044382801664,0.461858529819695
"2023","NRD Compton (ENG)",775,84,3,87,336,18,354,0.433548387096774,0.0232258064516129,0.456774193548387
"2024","NS Asgarali (WI)",62,6,0,6,24,0,24,0.387096774193548,0,0.387096774193548
"2025","NS Harford (NZ)",229,11,0,11,44,0,44,0.192139737991266,0,0.192139737991266
"2026","NS Mitchell-Innes (ENG)",5,0,0,0,0,0,0,0,0,0
"2027","NS Sidhu (INDIA)",3202,358,38,396,1432,228,1660,0.447220487195503,0.0712054965646471,0.51842598376015
"2028","NS Tamhane (INDIA)",225,4,0,4,16,0,16,0.0711111111111111,0,0.0711111111111111
"2029","NS Yadav (INDIA)",403,30,1,31,120,6,126,0.297766749379653,0.0148883374689826,0.312655086848635
"2030","NT Broom (NZ)",32,5,0,5,20,0,20,0.625,0,0.625
"2031","NT Paranavitana (SL)",1792,206,5,211,824,30,854,0.459821428571429,0.0167410714285714,0.4765625
"2032","NT Pascal (WI)",12,2,0,2,8,0,8,0.666666666666667,0,0.666666666666667
"2033","Nurul Hasan (BDESH)",115,11,2,13,44,12,56,0.382608695652174,0.104347826086957,0.48695652173913
"2034","NV Knight (ENG)",719,74,2,76,296,12,308,0.411682892906815,0.0166898470097357,0.428372739916551
"2035","NV Lindsay (SA)",35,4,0,4,16,0,16,0.457142857142857,0,0.457142857142857
"2036","NV Ojha (INDIA)",56,7,0,7,28,0,28,0.5,0,0.5
"2037","NV Radford (ENG)",21,1,0,1,4,0,4,0.19047619047619,0,0.19047619047619
"2038","NW Bracken (AUS)",70,7,0,7,28,0,28,0.4,0,0.4
"2039","NWD Yardley (ENG)",812,43,0,43,172,0,172,0.211822660098522,0,0.211822660098522
"2040","O Henry (SA)",53,5,1,6,20,6,26,0.377358490566038,0.113207547169811,0.490566037735849
"2041","OA Shah (ENG)",269,35,3,38,140,18,158,0.520446096654275,0.0669144981412639,0.587360594795539
"2042","OAC Banks (WI)",318,42,2,44,168,12,180,0.528301886792453,0.0377358490566038,0.566037735849057
"2043","OC da Costa (WI)",153,3,0,3,12,0,12,0.0784313725490196,0,0.0784313725490196
"2044","OC Dawson (SA)",293,2,0,2,8,0,8,0.0273037542662116,0,0.0273037542662116
"2045","OC Scott (WI)",171,7,1,8,28,6,34,0.16374269005848,0.0350877192982456,0.198830409356725
"2046","OD Gibson (WI)",93,14,0,14,56,0,56,0.602150537634409,0,0.602150537634409
"2047","OE Nothling (AUS)",52,7,0,7,28,0,28,0.538461538461538,0,0.538461538461538
"2048","OE Wynne (SA)",219,0,0,0,0,0,0,0,0,0
"2049","OG Smith (WI)",1331,79,12,91,316,72,388,0.237415477084899,0.0540946656649136,0.291510142749812
"2050","OJ Phillips (WI)",160,16,0,16,64,0,64,0.4,0,0.4
"2051","OJ Pope (ENG)",54,7,0,7,28,0,28,0.518518518518518,0,0.518518518518518
"2052","OR Dunell (SA)",42,4,0,4,16,0,16,0.380952380952381,0,0.380952380952381
"2053","P Bhandari (INDIA)",77,0,0,0,0,0,0,0,0,0
"2054","P Holmes (ENG)",357,4,0,4,16,0,16,0.0448179271708683,0,0.0448179271708683
"2055","P Hutchinson (SA)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"2056","P Krishnamurthy (INDIA)",33,1,0,1,4,0,4,0.121212121212121,0,0.121212121212121
"2057","P Kumar (INDIA)",149,21,5,26,84,30,114,0.563758389261745,0.201342281879195,0.76510067114094
"2058","P Lever (ENG)",350,32,1,33,128,6,134,0.365714285714286,0.0171428571428571,0.382857142857143
"2059","P Roy (INDIA)",2513,70,1,71,280,6,286,0.11142061281337,0.00238758456028651,0.113808197373657
"2060","P Utseya (ZIM)",107,12,1,13,48,6,54,0.448598130841121,0.0560747663551402,0.504672897196262
"2061","P Willey (ENG)",1184,160,4,164,640,24,664,0.540540540540541,0.0202702702702703,0.560810810810811
"2062","P Wilson (AUS)",0,0,0,0,0,0,0,NA,NA,NA
"2063","PA de Silva (SL)",6361,756,48,804,3024,288,3312,0.475396950165068,0.0452759000157208,0.520672850180789
"2064","PA Emery (AUS)",8,1,0,1,4,0,4,0.5,0,0.5
"2065","PA Gibb (ENG)",581,15,0,15,60,0,60,0.103270223752151,0,0.103270223752151
"2066","PA Hibbert (AUS)",15,1,0,1,4,0,4,0.266666666666667,0,0.266666666666667
"2067","PA Horne (NZ)",71,7,0,7,28,0,28,0.394366197183099,0,0.394366197183099
"2068","PA Jaques (AUS)",902,99,3,102,396,18,414,0.439024390243902,0.0199556541019956,0.458980044345898
"2069","PA McAlister (AUS)",256,16,0,16,64,0,64,0.25,0,0.25
"2070","PA Patel (INDIA)",934,126,1,127,504,6,510,0.539614561027837,0.00642398286937901,0.546038543897216
"2071","PA Strang (ZIM)",839,92,3,95,368,18,386,0.438617401668653,0.0214541120381406,0.460071513706794
"2072","PA Wallace (WI)",279,40,2,42,160,12,172,0.573476702508961,0.043010752688172,0.616487455197133
"2073","PADLR Sandakan (SL)",108,18,0,18,72,0,72,0.666666666666667,0,0.666666666666667
"2074","PAJ DeFreitas (ENG)",934,103,8,111,412,48,460,0.441113490364026,0.0513918629550321,0.492505353319058
"2075","PAM Hands (SA)",300,2,4,6,8,24,32,0.0266666666666667,0.08,0.106666666666667
"2076","Pankaj Singh (INDIA)",10,2,0,2,8,0,8,0.8,0,0.8
"2077","PB Dassanayake (SL)",196,21,0,21,84,0,84,0.428571428571429,0,0.428571428571429
"2078","PB Truscott (NZ)",29,0,0,0,0,0,0,0,0,0
"2079","PBH May (ENG)",4537,406,12,418,1624,72,1696,0.357945779149218,0.0158695173021821,0.3738152964514
"2080","PC Charlton (AUS)",29,0,0,0,0,0,0,0,0,0
"2081","PC Strydom (SA)",35,5,0,5,20,0,20,0.571428571428571,0,0.571428571428571
"2082","PCR Tufnell (ENG)",153,13,0,13,52,0,52,0.339869281045752,0,0.339869281045752
"2083","PD Collingwood (ENG)",4259,470,24,494,1880,144,2024,0.441418173280113,0.0338107536980512,0.475228926978164
"2084","PD Lashley (WI)",159,12,1,13,48,6,54,0.30188679245283,0.0377358490566038,0.339622641509434
"2085","PDRL Perera (SL)",33,4,0,4,16,0,16,0.484848484848485,0,0.484848484848485
"2086","PE McEwan (NZ)",96,6,0,6,24,0,24,0.25,0,0.25
"2087","PE McIntyre (AUS)",22,3,0,3,12,0,12,0.545454545454545,0,0.545454545454545
"2088","PE Palia (INDIA)",29,0,0,0,0,0,0,0,0,0
"2089","PE Richardson (ENG)",2061,178,0,178,712,0,712,0.345463367297428,0,0.345463367297428
"2090","PE Whitelaw (NZ)",64,0,0,0,0,0,0,0,0,0
"2091","Pervez Sajjad (PAK)",123,6,1,7,24,6,30,0.195121951219512,0.0487804878048781,0.24390243902439
"2092","PEW Jones (WI)",47,0,0,0,0,0,0,0,0,0
"2093","PF Warner (ENG)",626,36,0,36,144,0,144,0.230031948881789,0,0.230031948881789
"2094","PG Fulton (NZ)",967,117,18,135,468,108,576,0.483971044467425,0.111685625646329,0.595656670113754
"2095","PG Joshi (INDIA)",207,7,0,7,28,0,28,0.135265700483092,0,0.135265700483092
"2096","PG McShane (AUS)",26,2,0,2,8,0,8,0.307692307692308,0,0.307692307692308
"2097","PGH Fender (ENG)",380,16,1,17,64,6,70,0.168421052631579,0.0157894736842105,0.184210526315789
"2098","PGV van der Bijl (SA)",460,33,3,36,132,18,150,0.28695652173913,0.0391304347826087,0.326086956521739
"2099","PGZ Harris (NZ)",378,17,2,19,68,12,80,0.17989417989418,0.0317460317460317,0.211640211640212
"2100","PH Carlson (AUS)",23,2,0,2,8,0,8,0.347826086956522,0,0.347826086956522
"2101","PH Edmonds (ENG)",875,84,9,93,336,54,390,0.384,0.0617142857142857,0.445714285714286
"2102","PH Parfitt (ENG)",1882,208,2,210,832,12,844,0.442082890541977,0.00637619553666312,0.44845908607864
"2103","PH Punjabi (INDIA)",164,0,0,0,0,0,0,0,0,0
"2104","PH Sharma (INDIA)",187,21,2,23,84,12,96,0.449197860962567,0.0641711229946524,0.513368983957219
"2105","PHJ Trimborn (SA)",13,0,0,0,0,0,0,0,0,0
"2106","PHT Kaushal (SL)",106,16,0,16,64,0,64,0.60377358490566,0,0.60377358490566
"2107","PI Philpott (AUS)",93,1,0,1,4,0,4,0.043010752688172,0,0.043010752688172
"2108","PI Pocock (ENG)",206,18,1,19,72,6,78,0.349514563106796,0.029126213592233,0.378640776699029
"2109","PIC Thompson (WI)",17,2,1,3,8,6,14,0.470588235294118,0.352941176470588,0.823529411764706
"2110","PJ Cummins (AUS)",365,39,9,48,156,54,210,0.427397260273973,0.147945205479452,0.575342465753425
"2111","PJ Hughes (AUS)",1535,199,11,210,796,66,862,0.5185667752443,0.0429967426710098,0.561563517915309
"2112","PJ Ingram (NZ)",61,5,1,6,20,6,26,0.327868852459016,0.0983606557377049,0.426229508196721
"2113","PJ Loader (ENG)",76,6,0,6,24,0,24,0.315789473684211,0,0.315789473684211
"2114","PJ Martin (ENG)",115,10,2,12,40,12,52,0.347826086956522,0.104347826086957,0.452173913043478
"2115","PJ Moor (ZIM)",374,35,4,39,140,24,164,0.374331550802139,0.0641711229946524,0.438502673796791
"2116","PJ Newport (ENG)",110,13,0,13,52,0,52,0.472727272727273,0,0.472727272727273
"2117","PJ Petherick (NZ)",34,2,0,2,8,0,8,0.235294117647059,0,0.235294117647059
"2118","PJ Sharpe (ENG)",786,95,0,95,380,0,380,0.483460559796438,0,0.483460559796438
"2119","PJ Wiseman (NZ)",366,42,4,46,168,24,192,0.459016393442623,0.0655737704918033,0.524590163934426
"2120","PJL Dujon (WI)",3368,361,11,372,1444,66,1510,0.42874109263658,0.0195961995249406,0.44833729216152
"2121","PJP Burge (AUS)",2290,192,6,198,768,36,804,0.335371179039301,0.0157205240174672,0.351091703056769
